CNPJ;IDENTIFICADOR MATRIZ/FILIAL;NOME FANTASIA;SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;MOTIVO SITUAÇÃO CADASTRAL;NOME DA CIDADE NO EXTERIOR;PAIS;DATA DE INÍCIO ATIVIDADE;CNAE FISCAL PRINCIPAL;CNAE FISCAL SECUNDÁRIA;TIPO DE LOGRADOURO;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICÍPIO;DDD 1;TELEFONE 1;DDD 2;TELEFONE 2;DDD DO FAX;FAX;CORREIO ELETRÔNICO;SITUAÇÃO ESPECIAL;DATA DA SITUAÇÃO ESPECIAL;DESCRIÇÃO;CÓD.SETOR;NOME SETOR
10735133000160;1;"";02;20240104;00;"";"";20090401;4330403;4789099,8299799;RUA;CAPITAO PEREIRA LAGO;S/N;QUADRA05                  LOTE  08;LAGUNAS E DOURADOS;25010005;RJ;5833;21;26713905;"";"";"";"";"";"";"";- Obras de acabamento em gesso e estuque;43;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
10735191000193;1;STAR MASTER;02;20090401;00;"";"";20090401;6622300;"";RUA;MACEDO SOBRINHO;45;APT   203;HUMAITA;22271080;RJ;6001;21;99572162;"";"";"";"";CLAEDUSAN@TERRA.COM.BR;"";"";Corretores e agentes de seguros;;
20283280000108;1;"";02;20140520;00;"";"";20140520;8599699;"";AVENIDA;ADOLPHO DE VASCONCELLOS;00145;      APT 112;BARRA DA TIJUCA;22793380;RJ;6001;21;37367245;"";"";"";"";TIAGOPEGOGOMES@GMAIL.COM;"";"";Outras atividades de ensino não especificadas anteriormente;85;EDUCAÇÃO
20283280000108;1;"";02;20140520;00;"";"";20140520;8599699;"";AVENIDA;ADOLPHO DE VASCONCELLOS;00145;      APT 112;BARRA DA TIJUCA;22793380;RJ;6001;21;37367245;"";"";"";"";TIAGOPEGOGOMES@GMAIL.COM;"";"";Outras atividades de ensino não especificadas anteriormente;85;EDUCAÇÃO
90400888200150;2;AGENCIA BUZIOS;02;20090325;00;"";"";20090325;6422100;"";AVENIDA;JOSE BENTO RIBEIRO DANTAS;5355;SALA  7 E 8;MANGUINHOS;28950000;RJ;0770;11;30127040;"";"";11;21087809;CADASTRO.SANTANDER@TARGETLAW.COM.BR;"";"";Bancos múltiplos;;
90400888203680;2;AGENCIA NILOPOLIS;02;20090325;00;"";"";20090325;6422100;"";AVENIDA;GETULIO VARGAS;1351;      LT 207;OLINDA;26525023;RJ;5863;11;21087800;11;21087807;11;21087809;CADASTRO.SANTANDER@TARGETLAW.COM.BR;"";"";Bancos múltiplos;;
10737688000140;1;"";02;20090320;00;"";"";20090320;3312102;3319800,4669999,4684299;RUA;CARDOSO DE MORAIS;00419;      APT 201;RAMOS;21032025;RJ;6001;21;22322442;21;22522984;21;22522984;"";"";"";Manutenção e reparação de aparelhos e instrumentos de medida;;
10739903000142;1;"";02;20090403;00;"";"";20090403;6462000;6463800;RUA;VINICIUS DE MORAES;00111;      SAL 101;IPANEMA;22411010;RJ;6001;21;35058800;"";"";"";"";"";"";"";Holdings de instituições não-financeiras;64;ATIVIDADES DE SERVIÇOS FINANCEIROS
10739903000142;1;"";02;20090403;00;"";"";20090403;6462000;6463800;RUA;VINICIUS DE MORAES;00111;      SAL 101;IPANEMA;22411010;RJ;6001;21;35058800;"";"";"";"";"";"";"";Holdings de instituições não financeiras;64;ATIVIDADES DE SERVIÇOS FINANCEIROS
10740513000192;1;"";02;20090318;00;"";"";20090318;4615000;"";AVENIDA;HENRIQUE VALADARES;23;SALA  1001;CENTRO;20231030;RJ;6001;21;22208411;"";"";"";"";"";"";"";Representantes comerciais e agentes do comércio de eletrodomésticos;;
10740948000137;1;"";02;20090403;00;"";"";20090403;4774100;8219901;RUA;DONA JANUARIA;33;LOJA  02;SANTA CRUZ;23510020;RJ;6001;11;45047000;"";"";"";"";LEGALIZAMORUMBI@SOLUTTA.COM;"";"";Comércio varejista de artigos de óptica;47;COMÉRCIO VAREJISTA
10741219000103;1;COOPERATIVA ATLANTICOOP;02;20090319;00;"";"";20090319;4923002;4929901,7711000,4929903,7911200;RUA;OURIQUE;1066;APT   204;PENHA CIRCULAR;21011130;RJ;6001;21;78842071;"";"";21;32741584;bigaladvocacia@yahoo.com.br;"";"";Serviço de transporte de passageiros - locação de automóveis com motorista;49;TRANSPORTE TERRESTRE
10741617000111;1;TRINDALATA;02;20090202;00;"";"";20090202;9430800;8592903,8599699,9103100,9319199,9329899,9493600;RUA;VITORIA;00;LOTE  LT 12 QD 77;TRINDADE;24456050;RJ;5897;21;84945486;"";"";"";"";EDU.TRINDALATA@GAMIL.COM;"";"";Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
07173953000281;2;ADVANCE ACADEMIA;02;20090312;00;"";"";20090312;9319101;9313100,9001999,8230001,7319099,7320300,7319001;RUA;DESEMBARGADOR LIMA CASTRO;151;      PARTE;FONSECA;24120350;RJ;5865;21;27100150;"";"";21;27192551;"";"";"";Produção e promoção de eventos esportivos;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER
07173953000281;2;ADVANCE ACADEMIA;02;20090312;00;"";"";20090312;9319101;9313100,9001999,8230001,7319099,7320300,7319001;RUA;DESEMBARGADOR LIMA CASTRO;151;      PARTE;FONSECA;24120350;RJ;5865;21;27100150;"";"";21;27192551;"";"";"";Produção e promoção de eventos esportivos;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER
90400888221319;2;ATAULFO DE PAIVA - RIO-RJ;02;20090325;00;"";"";20090325;6422100;"";AVENIDA;ATAULFO DE PAIVA;00204;      LOJ A;LEBLON;22440033;RJ;6001;11;40043535;"";"";11;21087809;CADASTRO.SANTANDER@TARGETLAW.COM.BR;"";"";Bancos múltiplos;;
10743076000160;1;MERCADO ESPERANCA;02;20090403;00;"";"";20090403;4712100;4530703,4541206,4541207,4721103,4722901,4741500,4742300,4744001,4744002,4744003,4744099,4759899,4763604,4771704,4789004;RUA;HENRIQUE DE MELO;SN;      VILA PINHEIRO;SAO JOAQUIM;28180000;RJ;2915;22;99067382;22;81137367;"";"";NILTONCESARKLEM@GMAIL.COM;"";"";Comércio varejista de mercadorias em geral;;
90400888223443;2;SELECT GRACA ARANHA-RJ V;02;20090325;00;"";"";20090325;6422100;"";AVENIDA;GRACA ARANHA;00057;      LOJ B;CENTRO;20030002;RJ;6001;11;21087800;11;21087807;11;21087809;CADASTRO.SANTANDER@TARGETLAW.COM.BR;"";"";Bancos múltiplos;;
90400888224920;2;GRACA ARANHA-RJ VII;02;20090325;00;"";"";20090325;6422100;"";AVENIDA;GRACA ARANHA;00057;      LOJ B;CENTRO;20030002;RJ;6001;11;40043535;"";"";11;21087809;CADASTRO.SANTANDER@TARGETLAW.COM.BR;"";"";Bancos múltiplos;;
90400888226205;2;CAMPO GRANDE-RIO-RJ II;02;20090325;00;"";"";20090325;6422100;"";RUA;AURELIO FIGUEIREDO;00040;      LOJ A;CAMPO GRANDE;23052000;RJ;6001;11;21087800;11;21087824;11;21087809;CADASTRO.SANTANDER@TARGETLAW.COM.BR;"";"";Bancos múltiplos;;
90400888226973;2;GAL OZORIO-RIO-RJ;02;20090325;00;"";"";20090325;6422100;"";RUA;VISCONDE DE PIRAJA;168;      LOJA;IPANEMA;22410000;RJ;6001;11;21087800;11;21087824;11;21087809;CADASTRO.SANTANDER@TARGETLAW.COM.BR;"";"";Bancos múltiplos;;
90400888229484;2;BARRABELLA-RJ I;02;20090325;00;"";"";20090325;6422100;"";AVENIDA;LUCIO COSTA;04700;      BOX F BOX G BOX H         SETOR 2;BARRA DA TIJUCA;22630011;RJ;6001;11;40043535;"";"";11;21087809;CADASTRO.SANTANDER@TARGETLAW.COM.BR;"";"";Bancos múltiplos;;
10744039000177;1;"";02;20090406;00;"";"";20090406;5611203;5611201;RUA;ANTONIO TEIXEIRA DE MACEDO;S/N;QUADRA01                  LOTE  A-2A;VILA SANTO ANTONIO;24890000;RJ;0788;21;27342152;"";"";21;27342152;ramoscontabil@yahoo.com.br;"";"";Lanchonetes;;
10744475000146;1;FLAVIA FRAGOSO STUDIO;02;20090218;00;"";"";20090218;9313100;4763602;AVENIDA;DAS AMERICAS;7935;SALA  635;BARRA DA TIJUCA;22793081;RJ;6001;21;97029634;21;24374063;21;38991738;PROF.FLAVIAFRAGOSO@GMAIL.COM;"";"";Atividades de condicionamento físico;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER
10744846000190;1;"";02;20181029;00;"";"";20090330;4616800;"";RUA;CONDE DE BONFIM;535;APT   301;TIJUCA;20520052;RJ;6001;21;26276877;21;26276877;21;26277795;"";"";"";Representantes comerciais e agentes do comércio de têxteis;;
